"","t_statistic","degrees_freedom","p_value","p_adjusted"
"bin9 vs bin11",2.68104473608028,17,0.0157870154411914,0.0690681925552125
"bin9 vs bin12",-0.561831521334144,3,0.613471205515194,0.794660520675568
"bin9 vs bin13",1.00824216304278,8,0.342857002033744,0.521738916138306
"bin9 vs bin14",0.791804045477764,7,0.454465287754095,0.636251402855733
"bin9 vs bin15",0.0228198486702576,4,0.982886970014366,0.982886970014366
"bin9 vs bin16",0.521665183972116,6,0.620592025670444,0.794660520675568
"bin10 vs bin11",1.90572717747196,19,0.0719302491116678,0.199938333695
"bin10 vs bin12",-1.28430205545597,5,0.255321871054054,0.418887444698057
"bin10 vs bin13",0.233054038364918,10,0.820420471568347,0.903959061148587
"bin10 vs bin14",0.0339193939035026,9,0.973681789423945,0.982886970014366
"bin10 vs bin15",-0.632302138667042,6,0.550508720756134,0.731688806068279
"bin10 vs bin16",-0.215080942282023,8,0.83508598982298,0.903959061148587
"bin11 vs bin12",-3.4060262284152,16,0.00361391668501732,0.042162361325202
"bin11 vs bin13",-1.89201920215939,21,0.0723586350515237,0.199938333695
"bin11 vs bin14",-2.04918219551481,20,0.0537920536971881,0.176505176193898
"bin11 vs bin15",-2.43695091738185,17,0.0260964966542923,0.105389698026949
"bin11 vs bin16",-2.23995970430336,19,0.0372452791307689,0.139669796740383
"bin12 vs bin13",1.65506503806684,7,0.141884783648322,0.263221758043101
"bin12 vs bin14",1.41878784427173,6,0.205755593412094,0.348457053359192
"bin12 vs bin15",0.555402900833639,3,0.617348375053183,0.794660520675568
"bin12 vs bin16",1.12595528381255,5,0.31130656445726,0.495260443454731
"bin13 vs bin14",-0.215906445346962,11,0.833012102130558,0.903959061148587
"bin13 vs bin15",-0.9132991383629,8,0.387780866090779,0.565513763049053
"bin13 vs bin16",-0.484264453969947,10,0.638628988958831,0.807904142658762
"bin14 vs bin15",-0.71440765281486,7,0.498099951952982,0.679227207208611
"bin14 vs bin16",-0.269098266342046,9,0.793921462058433,0.900254124604836
"bin15 vs bin16",0.465143895880637,6,0.658231127319352,0.814241912025584
