"","t_statistic","degrees_freedom","p_value","p_adjusted"
"bin11 vs bin16",-5.29270275004367,19,4.15212176738677e-05,0.000207606088369339
"bin12 vs bin13",3.95652275698205,7,0.00548601731387466,0.0108685248671102
"bin12 vs bin14",3.28765128587661,6,0.0166625863894247,0.0306942380857824
"bin12 vs bin15",1.2041922907735,3,0.314858353375437,0.367334745604677
"bin12 vs bin16",2.75080894043133,5,0.0402715207107729,0.0587293010365438
"bin13 vs bin14",-0.711432826146022,11,0.491627710510611,0.561096843517545
"bin13 vs bin15",-2.7862468588338,8,0.0236950873890653,0.0394918123151089
"bin13 vs bin16",-1.61021946065274,10,0.138427643911153,0.177254909886233
"bin14 vs bin15",-2.1082353629831,7,0.0729783385394112,0.102169673955176
"bin14 vs bin16",-0.861611019488405,9,0.411269253611358,0.474541446474644
"bin15 vs bin16",1.42261771770503,6,0.204693082468971,0.252856160696964
