"","t_statistic","degrees_freedom","p_value","p_adjusted"
"bin8 vs bin9",-4.5744958383957,13,0.000521338908042734,0.00165880561649961
"bin8 vs bin10",-2.92854314303625,15,0.0103759663331966,0.0201754900923267
"bin8 vs bin11",1.90075772535276,26,0.0684743160230854,0.0933341840336295
"bin8 vs bin12",-5.03845832640175,12,0.000290049953111549,0.000995224711719283
"bin8 vs bin13",-1.95646772091027,17,0.0670433716694823,0.0926257108591531
"bin8 vs bin14",-2.6219569258402,16,0.0184964072184428,0.0323687126322749
"bin8 vs bin15",-4.11789622615271,13,0.00121184149593678,0.00302960373984196
"bin8 vs bin16",-2.52729528425937,15,0.0232189534240226,0.0399670509757766
"bin9 vs bin10",2.00386903026909,6,0.0919321359051768,0.11771797890297
"bin9 vs bin11",6.10661680850794,17,1.16312422568932e-05,8.14186957982521e-05
"bin9 vs bin12",-1.02498924234116,3,0.380797809360375,0.43938208772351
"bin9 vs bin13",3.24227378669605,8,0.0118372422893831,0.0225983716433677
"bin9 vs bin14",2.448521416311,7,0.0442030044729769,0.0644627148564246
"bin9 vs bin15",0.326432010385923,4,0.760463170501902,0.804167347365766
"bin9 vs bin16",2.20800017807541,6,0.0693339652821248,0.0933341840336295
"bin10 vs bin11",4.62794305217857,19,0.000183488480664629,0.000741011171914846
"bin10 vs bin12",-2.92088366396904,5,0.0329798795525125,0.0516848858658778
"bin10 vs bin13",1.19903876087508,10,0.258153433497326,0.31156448870367
"bin10 vs bin14",0.43419106302909,9,0.674372722825482,0.729991091718306
"bin10 vs bin15",-1.59104200829446,6,0.16270464519486,0.200988091123063
"bin10 vs bin16",0.308102689913874,8,0.765873664157872,0.804167347365766
"bin11 vs bin12",-6.39395996762582,16,8.89016663752074e-06,6.66762497814055e-05
"bin11 vs bin13",-3.80530099900112,21,0.00103385065567063,0.00271385797113541
"bin11 vs bin14",-4.40859408707894,20,0.000270734358669422,0.000980245091734115
"bin11 vs bin15",-5.60808328055881,17,3.13535698102108e-05,0.000173269727898533
"bin11 vs bin16",-4.17698634399066,19,0.000511480320960045,0.00165880561649961
"bin12 vs bin13",4.10373595733141,7,0.0045516053183563,0.0101684799665407
"bin12 vs bin14",3.32215754084982,6,0.0159614871836982,0.0288957957635915
"bin12 vs bin15",1.29240457812295,3,0.286761687055633,0.342158831145926
"bin12 vs bin16",3.05109362158391,5,0.0283888676114783,0.0459107679967762
"bin13 vs bin14",-0.773244150674875,11,0.455673396202447,0.508996878736776
"bin13 vs bin15",-2.76762570485069,8,0.0243859099664818,0.0412987184916224
"bin13 vs bin16",-0.824575763389021,10,0.428842342805049,0.484176838650862
"bin14 vs bin15",-2.01645107512873,7,0.0835667147969565,0.111069684223803
"bin14 vs bin16",-0.100469445506393,9,0.922174152205775,0.9310412113616
"bin15 vs bin16",1.80443090169444,6,0.12120634456701,0.151507930708763
