"","t_statistic","degrees_freedom","p_value","p_adjusted"
"bin8 vs bin14",-0.13059186513576,16,0.897726020431789,0.944321318036794
"bin8 vs bin15",-0.822137035258974,13,0.425821517732369,0.580665705998685
"bin8 vs bin16",2.42201780563751,15,0.0285672586988088,0.0985714248908905
"bin9 vs bin10",1.71971991213623,6,0.136277151802906,0.223579702176643
"bin9 vs bin11",3.19968238826462,17,0.00525114408564376,0.0539254596277488
"bin9 vs bin12",0.0429711186080193,3,0.968424662196581,0.968424662196581
"bin9 vs bin13",2.10048179891553,8,0.0688858777254804,0.150687857524488
"bin9 vs bin14",1.51552078671099,7,0.173418346640202,0.2677783293709
"bin9 vs bin15",0.645969512339763,4,0.553490311106604,0.691862888883255
"bin9 vs bin16",2.4628625100107,6,0.0489290743574324,0.119477972268149
"bin10 vs bin11",1.61577284859622,19,0.122626937292872,0.207674651866961
"bin10 vs bin12",-1.3027519363212,5,0.249429796691671,0.379567081922108
"bin10 vs bin13",0.0665592431378587,10,0.94824451409512,0.963059820576177
"bin10 vs bin14",-0.313719883884252,9,0.760883132281557,0.840976093574353
"bin10 vs bin15",-0.758846526675138,6,0.476686708464745,0.633570941630357
"bin10 vs bin16",1.54000636982997,8,0.162123847214775,0.254074685933603
"bin11 vs bin12",-2.50567969661172,16,0.0234051686225729,0.0983017082148062
"bin11 vs bin13",-1.84437774313217,21,0.0792825144000902,0.155541514665617
"bin11 vs bin14",-2.11401345765881,20,0.0472719794424985,0.119477972268149
"bin11 vs bin15",-2.12860790876334,17,0.0482082609199901,0.119477972268149
"bin11 vs bin16",0.740119697055904,19,0.468275037035895,0.630370242163704
"bin12 vs bin13",1.58104755766106,7,0.157880040650873,0.251172791944571
"bin12 vs bin14",1.14199284903607,6,0.296973697462865,0.439186453994378
"bin12 vs bin15",0.478117510652453,3,0.665245865497984,0.752207391723612
"bin12 vs bin16",1.95331725635335,5,0.108209605297724,0.189366809271018
"bin13 vs bin14",-0.443571817114306,11,0.665950432753434,0.752207391723612
"bin13 vs bin15",-0.946101719298681,8,0.371792355894306,0.527543207687867
"bin13 vs bin16",1.76779186421741,10,0.107536917997904,0.189366809271018
"bin14 vs bin15",-0.558030644741311,7,0.594212887111707,0.717153484445163
"bin14 vs bin16",1.87349724483006,9,0.0937741671085586,0.175826563328547
"bin15 vs bin16",1.74997719223244,6,0.130694704120737,0.217824506867896
