"","t_statistic","degrees_freedom","p_value","p_adjusted"
"bin10 vs bin13",-1.15534925015976,10,0.274806746914607,0.505497309878105
"bin10 vs bin14",-0.453064429556527,9,0.661227362997064,0.866302646237898
"bin10 vs bin15",0.105288228649136,6,0.919578780776298,0.986395342998182
"bin10 vs bin16",-0.324506374763959,8,0.75387727761398,0.909851886775493
"bin11 vs bin12",-1.29160840909282,16,0.21484017016746,0.425626752218554
"bin11 vs bin13",-0.746033507336121,21,0.463917213239621,0.727034438659107
"bin11 vs bin14",0.0889199917316148,20,0.930029894826857,0.986395342998182
"bin11 vs bin15",0.690993057750179,17,0.49889756480545,0.748346347208175
"bin11 vs bin16",0.104471963511484,19,0.917889775919087,0.986395342998182
"bin12 vs bin13",0.819991859419492,7,0.439245568500079,0.69945190900097
"bin12 vs bin14",1.00209977280926,6,0.354981571166639,0.606449662428778
"bin12 vs bin15",1.08297723083706,3,0.358094086386517,0.606449662428778
"bin12 vs bin16",0.761627777809009,5,0.480642919708158,0.731413138686328
"bin13 vs bin14",0.607568974912891,11,0.555808384441568,0.788647031977901
"bin13 vs bin15",0.980952454930954,8,0.355346928168772,0.606449662428778
"bin13 vs bin16",0.48219369183861,10,0.64004835777867,0.861603558548209
"bin14 vs bin15",0.447127000068377,7,0.668290612812093,0.866302646237898
"bin14 vs bin16",0.023150406129481,9,0.982035451472763,0.991478100044617
"bin15 vs bin16",-0.331572518435694,6,0.751487307959599,0.909851886775493
