"","t_statistic","degrees_freedom","p_value","p_adjusted"
"bin8 vs bin10",-3.47043880420415,15,0.00342512683223828,0.00733955749765345
"bin8 vs bin11",1.53372149579369,26,0.137177864668138,0.182577398191895
"bin8 vs bin12",-5.81970054379542,12,8.21670565600563e-05,0.000345101637552236
"bin8 vs bin13",-2.38877401907127,17,0.0287719966361888,0.0457736310121185
"bin8 vs bin14",-2.91815245564742,16,0.0100547744689987,0.018717915462846
"bin8 vs bin15",-4.84465560437174,13,0.000320194543624197,0.000988836090604138
"bin8 vs bin16",-3.83979886572346,15,0.00160705977899367,0.00374980615098523
"bin9 vs bin10",1.76893751167149,6,0.127311048175929,0.173605974785357
"bin9 vs bin11",6.28326640716702,17,8.24995417403329e-06,5.96811554116616e-05
"bin9 vs bin12",-1.19722129626864,3,0.317196058193794,0.36599545176207
"bin9 vs bin13",2.94581086856521,8,0.0185440925582185,0.0309068209303642
"bin9 vs bin14",2.42197688945751,7,0.0459585961672566,0.0679669379938302
"bin9 vs bin15",0.0549340724325446,4,0.958825327895596,0.968044802202284
"bin9 vs bin16",1.55687736246519,6,0.170505642679491,0.215699909413814
"bin10 vs bin11",4.81581075084443,19,0.000120118548960768,0.00045044455860288
"bin10 vs bin12",-2.80688374715125,5,0.0376864032812145,0.0581922403606989
"bin10 vs bin13",1.17822162146407,10,0.265985211509822,0.313802777623948
"bin10 vs bin14",0.631360235804862,9,0.543505129862591,0.588330295212083
"bin10 vs bin15",-1.62306254259924,6,0.15570235058903,0.201836380393186
"bin10 vs bin16",-0.26731079517251,8,0.795991925293295,0.829937008407867
"bin11 vs bin12",-6.8559697890283,16,3.86204778934918e-06,3.68650016256058e-05
"bin11 vs bin13",-3.8334859934535,21,0.000966712023797722,0.00247572591460392
"bin11 vs bin14",-4.32318102344916,20,0.000330475841375577,0.000991427524126731
"bin11 vs bin15",-6.02516719826837,17,1.36464277773474e-05,8.95546822888421e-05
"bin11 vs bin16",-5.21354652905097,19,4.94537486297464e-05,0.00023602925482379
"bin12 vs bin13",3.90151745878147,7,0.00588736243509103,0.0114476491793437
"bin12 vs bin14",3.43290485833551,6,0.0139214929788931,0.0243626127130629
"bin12 vs bin15",1.14985321819071,3,0.333553672372247,0.380686256511804
"bin12 vs bin16",2.64243141243104,5,0.0458418534376126,0.0679669379938302
"bin13 vs bin14",-0.557908881389148,11,0.58808117565399,0.630086973914989
"bin13 vs bin15",-2.75453915590454,8,0.0248837948231568,0.0408249758817417
"bin13 vs bin16",-1.48594301947558,10,0.168124371180258,0.215281206999111
"bin14 vs bin15",-2.24689944956054,7,0.0594694911521814,0.0855383091914937
"bin14 vs bin16",-0.92280400611003,9,0.380183472271828,0.424673027537681
"bin15 vs bin16",1.41830016306126,6,0.205891251936161,0.251378854108104
