"","t_statistic","degrees_freedom","p_value","p_adjusted"
"bin11 vs bin15",-2.64183142916215,17,0.0171288409887858,0.105795782577794
"bin11 vs bin16",-2.05846939999178,19,0.0535248660956817,0.181293901291825
"bin12 vs bin13",1.79225992052154,7,0.116192981928429,0.271116957833001
"bin12 vs bin14",1.56590453127731,6,0.168410658606837,0.313651629064042
"bin12 vs bin15",0.500335930408802,3,0.651237572616908,0.795115640985759
"bin12 vs bin16",1.22556151501108,5,0.274937656139821,0.440778368346202
"bin13 vs bin14",-0.222935857127647,11,0.827671121092359,0.943469124511626
"bin13 vs bin15",-1.1663576841964,8,0.277060688674755,0.440778368346202
"bin13 vs bin16",-0.520549277861959,10,0.614010307254355,0.767512884067944
"bin14 vs bin15",-0.960655426547512,7,0.368725232936531,0.551706446473415
"bin14 vs bin16",-0.305156466459288,9,0.76718640548486,0.9051075570327
"bin15 vs bin16",0.658308164518213,6,0.534768927796988,0.701884217733546
