"","t_statistic","degrees_freedom","p_value","p_adjusted"
"bin10 vs bin13",0.279204965831563,10,0.785776813468703,0.85908038367494
"bin10 vs bin14",0.00452621800918323,9,0.99648735214091,0.996853424120334
"bin10 vs bin15",-0.642275109160837,6,0.544438674715798,0.672541892295986
"bin10 vs bin16",1.76155716094698,8,0.116170978810776,0.190593012111429
"bin11 vs bin12",-2.70683186090751,16,0.0155527964380293,0.0777639821901466
"bin11 vs bin13",-1.68635107856514,21,0.10652958939164,0.177549315652733
"bin11 vs bin14",-1.82713949364405,20,0.0826408915709089,0.163722521036706
"bin11 vs bin15",-2.0701294143058,17,0.0539850929629224,0.129988954845344
"bin11 vs bin16",1.07603412927197,19,0.295386277739484,0.430771655036748
"bin12 vs bin13",1.74587992808077,7,0.124338102547992,0.200648339159113
"bin12 vs bin14",1.40015310904608,6,0.210997834211905,0.316496751317858
"bin12 vs bin15",0.625938474097437,3,0.575742216321745,0.702941078067246
"bin12 vs bin16",2.07343482836967,5,0.0928333330738313,0.171965790825725
"bin13 vs bin14",-0.272874887267775,11,0.790004190324305,0.85908038367494
"bin13 vs bin15",-0.913337556082471,8,0.387761851015832,0.535723609956084
"bin13 vs bin16",1.82157050978546,10,0.0985238491142839,0.17294951920097
"bin14 vs bin15",-0.641869145601668,7,0.541398890774287,0.672541892295986
"bin14 vs bin16",1.83012643986949,9,0.100475434964373,0.17294951920097
"bin15 vs bin16",1.77571882435212,6,0.126121813185728,0.200648339159113
