scaling_method,root_age
mbl,261.335966555448
mbl,261.48659924143
mbl,256.688878784585
mbl,256.972094933954
mbl,257.28986748918
mbl,256.458465008344
mbl,256.89484420564
mbl,257.044761063536
mbl,256.634031069949
mbl,258.824197543971
mbl,257.209189493321
mbl,257.370504949987
mbl,258.265682084998
mbl,258.484842668218
mbl,259.299637262942
mbl,259.865978546673
mbl,259.721732276375
mbl,260.314956525923
mbl,260.454468635493
mbl,259.997887543985
mbl,260.05944129359
mbl,258.438804354682
mbl,259.069737045725
mbl,258.397444806027
mbl,257.494558909605
mbl,260.67292114771
mbl,261.345796968113
mbl,259.026354521827
mbl,258.702162511726
mbl,257.766097953159
mbl,258.54581877131
mbl,260.658938756702
mbl,261.532067390434
mbl,262.319860019151
mbl,262.196854691368
mbl,260.654492004737
mbl,261.000588621416
mbl,261.497883755092
mbl,261.369425593684
mbl,260.783604602879
mbl,262.123328196222
mbl,262.400475431564
mbl,258.591398958964
mbl,258.195542257051
mbl,256.603157222434
mbl,257.729363495677
mbl,259.031806731899
mbl,256.926051593237
mbl,258.246032565695
mbl,257.585585438975
mbl,259.520150873782
mbl,258.4393380778
mbl,258.238389123161
mbl,258.247577568563
mbl,258.531469967728
mbl,258.603210487333
mbl,258.264846410998
mbl,258.490021486697
mbl,258.654858902493
mbl,258.443093972211
mbl,258.474449047283
mbl,258.502600464551
mbl,260.389813957675
mbl,261.112346191383
mbl,260.440542872711
mbl,261.507903778648
mbl,260.739460881916
mbl,261.107979783802
mbl,261.2983926549
mbl,260.050606385753
mbl,260.965126393139
mbl,260.529980860311
mbl,264.36608988466
mbl,266.317713501141
mbl,266.552808033722
mbl,264.195941326262
mbl,263.384473723774
mbl,262.30011949223
mbl,263.806936076502
mbl,266.546397870397
mbl,265.696087533971
mbl,264.817636582474
mbl,260.05909790627
mbl,261.255926252368
mbl,259.991525789609
mbl,261.170774282026
mbl,260.763679387141
mbl,261.346714493816
mbl,261.254522796609
mbl,260.695238792521
mbl,260.303955808475
mbl,259.476937939618
mbl,260.449709848366
mbl,261.175179903561
mbl,259.972488424687
mbl,260.326169146388
mbl,261.794436923633
mbl,259.9021572101
mbl,260.345999440239
mbl,261.562637672231
mbl,260.341072515445
mbl,259.710017089457
mbl,261.239560821466
mbl,260.878016877752
mbl,260.557476739327
mbl,259.572847453693
mbl,259.915993873458
mbl,261.074172742479
mbl,261.054296958433
mbl,259.71368402834
mbl,260.111967081865
mbl,259.770214029893
mbl,258.24371901683
mbl,258.470906213438
mbl,258.649320061947
mbl,258.451819727593
mbl,258.338227441232
mbl,258.480124376877
mbl,258.332416648441
mbl,258.601659810799
mbl,258.536743040243
mbl,258.434254952171
mbl,264.128212136561
mbl,263.076048863158
mbl,263.982831702933
mbl,262.990806282922
mbl,263.47253274485
mbl,262.806513744164
mbl,263.413240642818
mbl,263.726007445571
mbl,264.420948650863
mbl,263.077990904963
mbl,257.263981792431
mbl,256.975739393341
mbl,258.274364825841
mbl,257.63341749484
mbl,258.417922068792
mbl,257.677097945425
mbl,257.665925969174
mbl,257.766523290165
mbl,256.38955839365
mbl,256.418683880814
mbl,261.064368897751
mbl,261.328726320842
mbl,260.659520366653
mbl,260.585845786966
mbl,261.88423541551
mbl,261.137375781448
mbl,260.613477621824
mbl,260.707936733288
mbl,261.116001039715
mbl,261.414634491287
mbl,259.230750630444
mbl,259.816551350788
mbl,259.405756662809
mbl,259.61659591361
mbl,259.209481724899
mbl,259.634496804287
mbl,259.778011690807
mbl,260.287045373935
mbl,258.363748663918
mbl,259.843986331953
mbl,258.432748364306
mbl,259.168010931583
mbl,257.847032195975
mbl,257.914206670087
mbl,258.684761467371
mbl,257.50213305966
mbl,258.97474917558
mbl,258.81757409788
mbl,258.22339039552
mbl,258.723101610979
mbl,260.463215847106
mbl,259.558812877596
mbl,259.641967666119
mbl,260.193567504196
mbl,260.331188157173
mbl,259.811771282861
mbl,261.505928887923
mbl,261.110358449558
mbl,259.94018179978
mbl,260.852223340457
Hedman,256.057170456053
Hedman,256.045260504363
Hedman,255.390460251208
Hedman,256.043689771717
Hedman,256.045745284002
Hedman,256.052770832946
Hedman,256.053143195157
Hedman,256.05536831293
Hedman,254.904361854759
Hedman,255.564736519138
Hedman,255.390403317869
Hedman,254.968228496412
Hedman,255.589814643788
Hedman,256.056247549547
Hedman,254.946984045224
Hedman,256.056930966769
Hedman,256.029161451395
Hedman,256.04949935505
Hedman,256.056363029742
Hedman,254.879458737585
Hedman,256.055650453689
Hedman,254.883727991265
Hedman,256.056674640101
Hedman,254.887050737387
Hedman,256.048527675481
Hedman,255.56601444371
Hedman,255.588134748874
Hedman,256.055049441207
Hedman,256.057986574131
Hedman,256.054973283034
Hedman,256.052557854701
Hedman,256.053752508356
Hedman,255.635813612872
Hedman,255.027504332336
Hedman,256.057386571316
Hedman,256.057433441783
Hedman,256.058473618684
Hedman,256.002520437336
Hedman,256.041978058504
Hedman,255.425447006884
Hedman,255.804035164359
Hedman,256.057608073272
Hedman,255.929570639038
Hedman,256.054416431437
Hedman,255.839962665193
Hedman,256.057542154982
Hedman,256.048753504282
Hedman,256.05324071154
Hedman,256.046577371531
Hedman,254.881004246268
Hedman,254.83204590085
Hedman,256.05666344798
Hedman,256.051015504926
Hedman,255.39702416585
Hedman,256.057317138839
Hedman,255.253919099991
Hedman,254.926389810688
Hedman,256.056981008715
Hedman,256.053424247525
Hedman,256.054182967594
Hedman,256.042379736535
